date,obama_sentiment,obama_frequency,obama_date,trump_sentiment,trump_frequency,trump_date,,,
13/05/2015,0,1,13/05/2015,,,,,,
14/05/2015,0.5,2,14/05/2015,,,,,,
15/05/2015,0,1,15/05/2015,,,,,,
16/05/2015,0.1,1,16/05/2015,,,,,,
18/05/2015,0.058333333,3,18/05/2015,,,,,,
19/05/2015,0,2,19/05/2015,,,,,,
20/05/2015,0.126759259,5,20/05/2015,,,,,,
22/05/2015,0,1,22/05/2015,,,,,,
23/05/2015,0.5,1,23/05/2015,,,,,,
26/05/2015,0,1,26/05/2015,,,,,,
27/05/2015,0,2,27/05/2015,,,,,,
28/05/2015,0.422222222,1,28/05/2015,,,,,,
29/05/2015,0.133333333,3,29/05/2015,,,,,,
31/05/2015,0.5,1,31/05/2015,,,,,,
1/06/2015,0.271428571,4,1/06/2015,,,,,,
2/06/2015,0.166666667,3,2/06/2015,,,,,,
3/06/2015,0.133333333,3,3/06/2015,,,,,,
4/06/2015,0.25,2,4/06/2015,,,,,,
5/06/2015,0.061111111,3,5/06/2015,,,,,,
6/06/2015,0.509444444,3,6/06/2015,,,,,,
8/06/2015,1,1,8/06/2015,,,,,,
10/06/2015,0,1,10/06/2015,,,,,,
11/06/2015,0,1,11/06/2015,,,,,,
14/06/2015,0,1,14/06/2015,,,,,,
15/06/2015,0,1,15/06/2015,,,,,,
16/06/2015,0.383333333,1,16/06/2015,,,,,,
17/06/2015,0,1,17/06/2015,,,,,,
18/06/2015,0.136363636,1,18/06/2015,,,,,,
19/06/2015,0.0625,2,19/06/2015,,,,,,
20/06/2015,0,1,20/06/2015,,,,,,
22/06/2015,0.02,5,22/06/2015,,,,,,
24/06/2015,-0.7,1,24/06/2015,,,,,,
25/06/2015,0.091964286,8,25/06/2015,,,,,,
26/06/2015,0.198982008,16,26/06/2015,,,,,,
27/06/2015,-0.161111111,3,27/06/2015,,,,,,
28/06/2015,0,1,28/06/2015,,,,,,
30/06/2015,0,2,30/06/2015,,,,,,
1/07/2015,0.2875,4,1/07/2015,,,,,,
2/07/2015,0.069895726,21,2/07/2015,,,,,,
4/07/2015,0.416666667,2,4/07/2015,,,,,,
5/07/2015,0.35,1,5/07/2015,,,,,,
8/07/2015,0.145454545,1,8/07/2015,,,,,,
9/07/2015,0.35,1,9/07/2015,,,,,,
10/07/2015,0.25,1,10/07/2015,,,,,,
11/07/2015,0.136363636,1,11/07/2015,,,,,,
14/07/2015,0.059382184,29,14/07/2015,,,,,,
16/07/2015,-0.4,1,16/07/2015,,,,,,
17/07/2015,0.125,2,17/07/2015,,,,,,
18/07/2015,0.45,1,18/07/2015,,,,,,
20/07/2015,0.179166667,4,20/07/2015,,,,,,
22/07/2015,0,1,22/07/2015,,,,,,
23/07/2015,0.8,1,23/07/2015,,,,,,
27/07/2015,0,2,27/07/2015,,,,,,
28/07/2015,0.433333333,2,28/07/2015,,,,,,
30/07/2015,0.4,2,30/07/2015,,,,,,
31/07/2015,0.4,2,31/07/2015,,,,,,
1/08/2015,0.366666667,3,1/08/2015,,,,,,
2/08/2015,0,1,2/08/2015,,,,,,
3/08/2015,0.309090909,2,3/08/2015,,,,,,
4/08/2015,0.555555556,4,4/08/2015,,,,,,
5/08/2015,0.257483315,12,5/08/2015,,,,,,
6/08/2015,0.583333333,2,6/08/2015,,,,,,
7/08/2015,0,3,7/08/2015,,,,,,
8/08/2015,0.196428571,2,8/08/2015,,,,,,
10/08/2015,0.2,2,10/08/2015,,,,,,
11/08/2015,0.509090909,2,11/08/2015,,,,,,
12/08/2015,0.354938272,3,12/08/2015,,,,,,
13/08/2015,0.05,2,13/08/2015,,,,,,
14/08/2015,-0.125,4,14/08/2015,,,,,,
17/08/2015,0,1,17/08/2015,,,,,,
18/08/2015,0.2,1,18/08/2015,,,,,,
19/08/2015,0.3,1,19/08/2015,,,,,,
20/08/2015,0.183333333,1,20/08/2015,,,,,,
21/08/2015,0.0625,4,21/08/2015,,,,,,
22/08/2015,-0.0125,1,22/08/2015,,,,,,
24/08/2015,0,2,24/08/2015,,,,,,
25/08/2015,0.3875,2,25/08/2015,,,,,,
26/08/2015,0,2,26/08/2015,,,,,,
27/08/2015,0.7,1,27/08/2015,,,,,,
28/08/2015,0.183333333,1,28/08/2015,,,,,,
29/08/2015,-0.05,1,29/08/2015,,,,,,
31/08/2015,0,1,31/08/2015,,,,,,
1/09/2015,0,3,1/09/2015,,,,,,
2/09/2015,-0.125,2,2/09/2015,,,,,,
4/09/2015,0.444444444,3,4/09/2015,,,,,,
5/09/2015,-0.107142857,1,5/09/2015,,,,,,
7/09/2015,0.042857143,2,7/09/2015,,,,,,
8/09/2015,0.3125,2,8/09/2015,,,,,,
9/09/2015,0,2,9/09/2015,,,,,,
10/09/2015,0.170555556,3,10/09/2015,,,,,,
11/09/2015,0,1,11/09/2015,,,,,,
12/09/2015,0.2,1,12/09/2015,,,,,,
14/09/2015,0,1,14/09/2015,,,,,,
15/09/2015,0.16,1,15/09/2015,,,,,,
16/09/2015,0.5,1,16/09/2015,,,,,,
17/09/2015,0.272222222,3,17/09/2015,,,,,,
18/09/2015,0.208333333,2,18/09/2015,,,,,,
19/09/2015,0,1,19/09/2015,,,,,,
21/09/2015,0,2,21/09/2015,,,,,,
22/09/2015,0,1,22/09/2015,,,,,,
23/09/2015,0.238888889,3,23/09/2015,,,,,,
24/09/2015,-0.083333333,1,24/09/2015,,,,,,
25/09/2015,0.2,3,25/09/2015,,,,,,
26/09/2015,0,2,26/09/2015,,,,,,
29/09/2015,0.25,4,29/09/2015,,,,,,
30/09/2015,0.166666667,3,30/09/2015,,,,,,
1/10/2015,0,1,1/10/2015,,,,,,
2/10/2015,0.283333333,3,2/10/2015,,,,,,
3/10/2015,0.116666667,2,3/10/2015,,,,,,
5/10/2015,0,1,5/10/2015,,,,,,
7/10/2015,0,2,7/10/2015,,,,,,
8/10/2015,0,3,8/10/2015,,,,,,
9/10/2015,0,1,9/10/2015,,,,,,
13/10/2015,-0.35,2,13/10/2015,,,,,,
14/10/2015,0.375,2,14/10/2015,,,,,,
15/10/2015,0.5,1,15/10/2015,,,,,,
16/10/2015,-0.013888889,2,16/10/2015,,,,,,
17/10/2015,-0.2,2,17/10/2015,,,,,,
20/10/2015,0.184848485,2,20/10/2015,,,,,,
23/10/2015,0.366666667,1,23/10/2015,,,,,,
24/10/2015,0.433333333,1,24/10/2015,,,,,,
26/10/2015,0.136363636,1,26/10/2015,,,,,,
27/10/2015,0,1,27/10/2015,,,,,,
28/10/2015,0.061111111,3,28/10/2015,,,,,,
29/10/2015,0.033333333,3,29/10/2015,,,,,,
30/10/2015,0.3,3,30/10/2015,,,,,,
31/10/2015,0.1,4,31/10/2015,,,,,,
1/11/2015,0,2,1/11/2015,,,,,,
2/11/2015,-0.219742063,2,2/11/2015,,,,,,
4/11/2015,0.433333333,1,4/11/2015,,,,,,
6/11/2015,-0.053030303,11,6/11/2015,,,,,,
7/11/2015,0.375,1,7/11/2015,,,,,,
9/11/2015,0.010714286,7,9/11/2015,,,,,,
10/11/2015,0,1,10/11/2015,,,,,,
11/11/2015,0.068181818,2,11/11/2015,,,,,,
13/11/2015,0.083333333,2,13/11/2015,,,,,,
17/11/2015,0.261111111,2,17/11/2015,,,,,,
18/11/2015,0.033333333,2,18/11/2015,,,,,,
19/11/2015,0,2,19/11/2015,,,,,,
20/11/2015,0.206666667,5,20/11/2015,,,,,,
23/11/2015,-0.019444444,2,23/11/2015,,,,,,
26/11/2015,0,2,26/11/2015,,,,,,
27/11/2015,0.288888889,3,27/11/2015,,,,,,
30/11/2015,0.025,2,30/11/2015,,,,,,
1/12/2015,0,1,1/12/2015,,,,,,
2/12/2015,0.2,2,2/12/2015,,,,,,
4/12/2015,-1,1,4/12/2015,,,,,,
5/12/2015,-0.083333333,1,5/12/2015,,,,,,
6/12/2015,0.212121212,1,6/12/2015,,,,,,
7/12/2015,0,2,7/12/2015,,,,,,
8/12/2015,0,2,8/12/2015,,,,,,
9/12/2015,0.125,2,9/12/2015,,,,,,
12/12/2015,0.2,1,12/12/2015,,,,,,
13/12/2015,0,1,13/12/2015,,,,,,
14/12/2015,0,1,14/12/2015,,,,,,
15/12/2015,0.3,3,15/12/2015,,,,,,
16/12/2015,0.1625,2,16/12/2015,,,,,,
17/12/2015,0.08,2,17/12/2015,,,,,,
18/12/2015,0.4,2,18/12/2015,,,,,,
19/12/2015,0,1,19/12/2015,,,,,,
20/12/2015,0,1,20/12/2015,,,,,,
21/12/2015,0.116666667,3,21/12/2015,,,,,,
22/12/2015,0.325,2,22/12/2015,,,,,,
24/12/2015,0.388888889,1,24/12/2015,,,,,,
25/12/2015,0.4,2,25/12/2015,,,,,,
26/12/2015,0.425,1,26/12/2015,,,,,,
28/12/2015,0,1,28/12/2015,,,,,,
29/12/2015,0.355555556,2,29/12/2015,,,,,,
30/12/2015,0.025,2,30/12/2015,,,,,,
31/12/2015,0,3,31/12/2015,,,,,,
1/01/2017,,,,0.8125,1,1/01/2017,,,
2/01/2017,,,,0.151406926,7,2/01/2017,,,
3/01/2017,,,,-0.02875,10,3/01/2017,,,
4/01/2017,,,,-0.116617424,10,4/01/2017,,,
5/01/2017,,,,-0.058434343,6,5/01/2017,,,
6/01/2017,,,,0.093819444,12,6/01/2017,,,
7/01/2017,,,,0.304305556,8,7/01/2017,,,
8/01/2017,,,,0.14872619,5,8/01/2017,,,
9/01/2017,,,,0.119340278,8,9/01/2017,,,
10/01/2017,,,,0.05125,4,10/01/2017,,,
11/01/2017,,,,-0.063472222,6,11/01/2017,,,
12/01/2017,,,,0.138888889,6,12/01/2017,,,
13/01/2017,,,,0.098125,8,13/01/2017,,,
14/01/2017,,,,-0.161111111,3,14/01/2017,,,
15/01/2017,,,,0.016683577,8,15/01/2017,,,
16/01/2017,,,,0.255277778,3,16/01/2017,,,
17/01/2017,,,,0.165252361,11,17/01/2017,,,
18/01/2017,,,,0.261901042,8,18/01/2017,,,
19/01/2017,,,,0.361805556,8,19/01/2017,,,
20/01/2017,,,,0.143956044,13,20/01/2017,,,
21/01/2017,,,,0.671875,2,21/01/2017,,,
22/01/2017,,,,0.178333333,4,22/01/2017,,,
23/01/2017,,,,0.133333333,1,23/01/2017,,,
24/01/2017,,,,0.333806818,4,24/01/2017,,,
25/01/2017,,,,-0.046428571,8,25/01/2017,,,
26/01/2017,,,,0.089880952,11,26/01/2017,,,
27/01/2017,,,,0.091875,7,27/01/2017,,,
28/01/2017,,,,-0.038035714,5,28/01/2017,,,
29/01/2017,,,,-0.134130527,7,29/01/2017,,,
30/01/2017,,,,-0.015162338,7,30/01/2017,,,
31/01/2017,,,,-0.17578125,3,31/01/2017,,,
1/02/2017,,,,0.143465909,4,1/02/2017,,,
2/02/2017,,,,0.101515152,8,2/02/2017,,,
3/02/2017,,,,0.071269347,7,3/02/2017,,,
4/02/2017,,,,-0.070615079,9,4/02/2017,,,
5/02/2017,,,,0.107337963,6,5/02/2017,,,
6/02/2017,,,,0.032043651,6,6/02/2017,,,
7/02/2017,,,,-0.089,5,7/02/2017,,,
8/02/2017,,,,0.109722222,11,8/02/2017,,,
9/02/2017,,,,0.091042118,8,9/02/2017,,,
10/02/2017,,,,-0.102083333,3,10/02/2017,,,
11/02/2017,,,,0.375432099,9,11/02/2017,,,
12/02/2017,,,,-0.043136161,8,12/02/2017,,,
13/02/2017,,,,0.666666667,3,13/02/2017,,,
14/02/2017,,,,0.083838384,6,14/02/2017,,,
15/02/2017,,,,0.072727273,11,15/02/2017,,,
16/02/2017,,,,-0.045568182,6,16/02/2017,,,
17/02/2017,,,,0.020595238,8,17/02/2017,,,
18/02/2017,,,,0.062708333,4,18/02/2017,,,
19/02/2017,,,,0,1,19/02/2017,,,
20/02/2017,,,,0.391517857,4,20/02/2017,,,
21/02/2017,,,,0.072727273,3,21/02/2017,,,
22/02/2017,,,,0.48,2,22/02/2017,,,
23/02/2017,,,,0.25,1,23/02/2017,,,
24/02/2017,,,,-0.229166667,6,24/02/2017,,,
25/02/2017,,,,0.218783069,7,25/02/2017,,,
26/02/2017,,,,-0.025520833,4,26/02/2017,,,
27/02/2017,,,,0.516666667,2,27/02/2017,,,
28/02/2017,,,,0.5,1,28/02/2017,,,
1/03/2017,,,,0.045454545,3,1/03/2017,,,
2/03/2017,,,,0.2,1,2/03/2017,,,
3/03/2017,,,,0.169219114,13,3/03/2017,,,
4/03/2017,,,,-0.149011372,7,4/03/2017,,,
5/03/2017,,,,0.273148148,3,5/03/2017,,,
6/03/2017,,,,0.255059524,4,6/03/2017,,,
7/03/2017,,,,-0.058913287,8,7/03/2017,,,
8/03/2017,,,,0.376094276,6,8/03/2017,,,
9/03/2017,,,,0.255555556,3,9/03/2017,,,
10/03/2017,,,,0,1,10/03/2017,,,
11/03/2017,,,,0.1,1,11/03/2017,,,
13/03/2017,,,,0.025694445,5,13/03/2017,,,
14/03/2017,,,,0.35625,2,14/03/2017,,,
15/03/2017,,,,0.094880952,7,15/03/2017,,,
16/03/2017,,,,0.52962963,6,16/03/2017,,,
17/03/2017,,,,0.177786458,4,17/03/2017,,,
18/03/2017,,,,0.047916667,2,18/03/2017,,,
19/03/2017,,,,0,1,19/03/2017,,,
20/03/2017,,,,0.083928571,7,20/03/2017,,,
21/03/2017,,,,0.229861111,4,21/03/2017,,,
22/03/2017,,,,-0.182291667,1,22/03/2017,,,
23/03/2017,,,,0.2375,5,23/03/2017,,,
24/03/2017,,,,0.19375,4,24/03/2017,,,
25/03/2017,,,,0.65,4,25/03/2017,,,
26/03/2017,,,,0,1,26/03/2017,,,
27/03/2017,,,,0.298611111,1,27/03/2017,,,
28/03/2017,,,,0.145151515,10,28/03/2017,,,
29/03/2017,,,,-0.055282738,4,29/03/2017,,,
30/03/2017,,,,0.152314815,9,30/03/2017,,,
31/03/2017,,,,0.236979167,8,31/03/2017,,,
1/04/2017,,,,-0.004238095,7,1/04/2017,,,
2/04/2017,,,,0.019444444,3,2/04/2017,,,
3/04/2017,,,,0.210416667,8,3/04/2017,,,
4/04/2017,,,,0.202777778,3,4/04/2017,,,
5/04/2017,,,,0.216666667,1,5/04/2017,,,
6/04/2017,,,,0,2,6/04/2017,,,
8/04/2017,,,,0.375416667,5,8/04/2017,,,
9/04/2017,,,,0.122222222,2,9/04/2017,,,
10/04/2017,,,,0.533333333,3,10/04/2017,,,
11/04/2017,,,,0.578125,4,11/04/2017,,,
12/04/2017,,,,0.296666667,6,12/04/2017,,,
13/04/2017,,,,0.263115079,4,13/04/2017,,,
14/04/2017,,,,0,1,14/04/2017,,,
16/04/2017,,,,0.017083333,5,16/04/2017,,,
17/04/2017,,,,0.028125,7,17/04/2017,,,
18/04/2017,,,,0.146433983,7,18/04/2017,,,
19/04/2017,,,,0.0828125,4,19/04/2017,,,
20/04/2017,,,,0.168560606,4,20/04/2017,,,
21/04/2017,,,,0.348142361,4,21/04/2017,,,
22/04/2017,,,,0.186904762,7,22/04/2017,,,
23/04/2017,,,,-0.075183261,7,23/04/2017,,,
24/04/2017,,,,0.073538059,7,24/04/2017,,,
25/04/2017,,,,0.05625,5,25/04/2017,,,
26/04/2017,,,,0.051944444,9,26/04/2017,,,
27/04/2017,,,,0.016936728,12,27/04/2017,,,
28/04/2017,,,,0.171805556,3,28/04/2017,,,
29/04/2017,,,,0.1625,3,29/04/2017,,,
30/04/2017,,,,0.359333333,5,30/04/2017,,,
1/05/2017,,,,0,2,1/05/2017,,,
2/05/2017,,,,0.205078125,4,2/05/2017,,,
3/05/2017,,,,0.1578125,4,3/05/2017,,,
4/05/2017,,,,-0.062107183,9,4/05/2017,,,
5/05/2017,,,,0.331770833,10,5/05/2017,,,
6/05/2017,,,,0.241666667,1,6/05/2017,,,
7/05/2017,,,,-0.091724537,4,7/05/2017,,,
8/05/2017,,,,0.038888889,9,8/05/2017,,,
9/05/2017,,,,0.2,2,9/05/2017,,,
10/05/2017,,,,0.041512346,9,10/05/2017,,,
11/05/2017,,,,-0.015277778,6,11/05/2017,,,
12/05/2017,,,,0.107932099,9,12/05/2017,,,
13/05/2017,,,,0.2,4,13/05/2017,,,
14/05/2017,,,,0.866666667,1,14/05/2017,,,
15/05/2017,,,,0,1,15/05/2017,,,
16/05/2017,,,,0.31031746,6,16/05/2017,,,
17/05/2017,,,,1,1,17/05/2017,,,
18/05/2017,,,,0.029910714,4,18/05/2017,,,
19/05/2017,,,,0.033888889,3,19/05/2017,,,
20/05/2017,,,,0.6875,2,20/05/2017,,,
21/05/2017,,,,0,2,21/05/2017,,,
22/05/2017,,,,0,1,22/05/2017,,,
23/05/2017,,,,0.293740981,4,23/05/2017,,,
24/05/2017,,,,0.65,2,24/05/2017,,,
25/05/2017,,,,0.216666667,3,25/05/2017,,,
26/05/2017,,,,0.509375,4,26/05/2017,,,
27/05/2017,,,,0.101994048,7,27/05/2017,,,
28/05/2017,,,,0.037847222,12,28/05/2017,,,
29/05/2017,,,,0.156770833,6,29/05/2017,,,
30/05/2017,,,,-0.035666667,3,30/05/2017,,,
31/05/2017,,,,0.190216651,9,31/05/2017,,,
1/06/2017,,,,0.033939394,5,1/06/2017,,,
2/06/2017,,,,0.5,2,2/06/2017,,,
3/06/2017,,,,-0.014550265,3,3/06/2017,,,
4/06/2017,,,,0.00462963,3,4/06/2017,,,
5/06/2017,,,,0.060684317,8,5/06/2017,,,
6/06/2017,,,,-0.019667659,8,6/06/2017,,,
7/06/2017,,,,0.368636364,5,7/06/2017,,,
9/06/2017,,,,0.308055556,6,9/06/2017,,,
10/06/2017,,,,0,2,10/06/2017,,,
11/06/2017,,,,0.147203283,4,11/06/2017,,,
12/06/2017,,,,0.114280303,6,12/06/2017,,,
13/06/2017,,,,0.097222222,9,13/06/2017,,,
14/06/2017,,,,0.441666667,3,14/06/2017,,,
15/06/2017,,,,0.181689342,7,15/06/2017,,,
16/06/2017,,,,0.169034392,7,16/06/2017,,,
17/06/2017,,,,0.25,2,17/06/2017,,,
18/06/2017,,,,0.345374865,4,18/06/2017,,,
19/06/2017,,,,0.279132231,11,19/06/2017,,,
20/06/2017,,,,0.130340909,5,20/06/2017,,,
21/06/2017,,,,0.51412037,9,21/06/2017,,,
22/06/2017,,,,0.086000805,13,22/06/2017,,,
23/06/2017,,,,0.375,5,23/06/2017,,,
24/06/2017,,,,0.175231482,6,24/06/2017,,,
25/06/2017,,,,-0.05625,2,25/06/2017,,,
26/06/2017,,,,0.154092262,7,26/06/2017,,,
27/06/2017,,,,-0.081807681,7,27/06/2017,,,
28/06/2017,,,,0.092376894,8,28/06/2017,,,
29/06/2017,,,,0.124289044,13,29/06/2017,,,
30/06/2017,,,,0.004069264,7,30/06/2017,,,
1/07/2017,,,,0.086707989,11,1/07/2017,,,
2/07/2017,,,,0.099166667,4,2/07/2017,,,
3/07/2017,,,,0.2355289,9,3/07/2017,,,
4/07/2017,,,,0.075833333,5,4/07/2017,,,
5/07/2017,,,,-0.13,5,5/07/2017,,,
6/07/2017,,,,0.183333333,4,6/07/2017,,,
7/07/2017,,,,0.359821429,7,7/07/2017,,,
8/07/2017,,,,0.4,4,8/07/2017,,,
9/07/2017,,,,0.311742424,11,9/07/2017,,,
10/07/2017,,,,-0.251950758,5,10/07/2017,,,
11/07/2017,,,,-0.008993056,4,11/07/2017,,,
12/07/2017,,,,0.141819497,12,12/07/2017,,,
13/07/2017,,,,0.49375,4,13/07/2017,,,
14/07/2017,,,,0.268449101,11,14/07/2017,,,
15/07/2017,,,,0.302017046,8,15/07/2017,,,
16/07/2017,,,,0.138515625,8,16/07/2017,,,
17/07/2017,,,,0.397916667,3,17/07/2017,,,
18/07/2017,,,,0.093576179,5,18/07/2017,,,
19/07/2017,,,,0.032291667,4,19/07/2017,,,
20/07/2017,,,,0.35,3,20/07/2017,,,
21/07/2017,,,,0.349860853,7,21/07/2017,,,
22/07/2017,,,,0.110030148,14,22/07/2017,,,
23/07/2017,,,,-0.132481061,4,23/07/2017,,,
24/07/2017,,,,-0.065376984,9,24/07/2017,,,
25/07/2017,,,,0.070970395,19,25/07/2017,,,
26/07/2017,,,,0.222891414,11,26/07/2017,,,
27/07/2017,,,,0.053465208,9,27/07/2017,,,
28/07/2017,,,,0.362345679,9,28/07/2017,,,
29/07/2017,,,,0.088949186,14,29/07/2017,,,
30/07/2017,,,,0.25,1,30/07/2017,,,
31/07/2017,,,,0.322222222,3,31/07/2017,,,
1/08/2017,,,,0.021111111,3,1/08/2017,,,
2/08/2017,,,,0.33125,4,2/08/2017,,,
3/08/2017,,,,0.23,8,3/08/2017,,,
4/08/2017,,,,0.416835543,8,4/08/2017,,,
5/08/2017,,,,0.096683673,7,5/08/2017,,,
6/08/2017,,,,1,1,6/08/2017,,,
7/08/2017,,,,0.093457191,15,7/08/2017,,,
8/08/2017,,,,-0.114467593,4,8/08/2017,,,
9/08/2017,,,,0.161,5,9/08/2017,,,
10/08/2017,,,,0.1875,4,10/08/2017,,,
11/08/2017,,,,0.13875,4,11/08/2017,,,
12/08/2017,,,,0.151662458,9,12/08/2017,,,
14/08/2017,,,,0.041856061,8,14/08/2017,,,
15/08/2017,,,,0.195621693,5,15/08/2017,,,
16/08/2017,,,,0.383334776,10,16/08/2017,,,
17/08/2017,,,,0.039380787,12,17/08/2017,,,
18/08/2017,,,,-0.11554784,6,18/08/2017,,,
19/08/2017,,,,0.406567484,10,19/08/2017,,,
20/08/2017,,,,-0.286111111,1,20/08/2017,,,
21/08/2017,,,,-0.1525,3,21/08/2017,,,
22/08/2017,,,,0.053111472,7,22/08/2017,,,
23/08/2017,,,,0.368625,10,23/08/2017,,,
24/08/2017,,,,0.251061508,14,24/08/2017,,,
25/08/2017,,,,0.206770833,12,25/08/2017,,,
26/08/2017,,,,0.552916667,8,26/08/2017,,,
27/08/2017,,,,0.232670455,11,27/08/2017,,,
29/08/2017,,,,0.25,2,29/08/2017,,,
30/08/2017,,,,-0.203690476,5,30/08/2017,,,
31/08/2017,,,,0.74375,2,31/08/2017,,,
1/09/2017,,,,0.207539682,7,1/09/2017,,,
2/09/2017,,,,0.421130953,4,2/09/2017,,,
3/09/2017,,,,0.177083333,10,3/09/2017,,,
4/09/2017,,,,0.2,1,4/09/2017,,,
5/09/2017,,,,0.1125,4,5/09/2017,,,
6/09/2017,,,,0.080357143,7,6/09/2017,,,
7/09/2017,,,,0.349074074,9,7/09/2017,,,
8/09/2017,,,,0.230086806,8,8/09/2017,,,
9/09/2017,,,,-0.1,3,9/09/2017,,,
10/09/2017,,,,0.2,2,10/09/2017,,,
11/09/2017,,,,0,2,11/09/2017,,,
12/09/2017,,,,0.263233418,4,12/09/2017,,,
13/09/2017,,,,0.4875,3,13/09/2017,,,
14/09/2017,,,,0.074954767,13,14/09/2017,,,
15/09/2017,,,,-0.086839569,14,15/09/2017,,,
16/09/2017,,,,0.445833333,3,16/09/2017,,,
17/09/2017,,,,0.230833333,5,17/09/2017,,,
18/09/2017,,,,0.57,5,18/09/2017,,,
19/09/2017,,,,0.303125,8,19/09/2017,,,
20/09/2017,,,,0.272989924,19,20/09/2017,,,
21/09/2017,,,,0.328731762,9,21/09/2017,,,
22/09/2017,,,,0.030555556,9,22/09/2017,,,
23/09/2017,,,,0.239971103,13,23/09/2017,,,
24/09/2017,,,,0.33404321,9,24/09/2017,,,
25/09/2017,,,,0.175,8,25/09/2017,,,
26/09/2017,,,,0.173722222,20,26/09/2017,,,
27/09/2017,,,,0.384496753,12,27/09/2017,,,
28/09/2017,,,,0.316468254,6,28/09/2017,,,
29/09/2017,,,,0.221590909,11,29/09/2017,,,
30/09/2017,,,,0.266167328,21,30/09/2017,,,
1/10/2017,,,,0.107559524,7,1/10/2017,,,
2/10/2017,,,,0,2,2/10/2017,,,
3/10/2017,,,,0.469010417,4,3/10/2017,,,
4/10/2017,,,,0.306163195,8,4/10/2017,,,
5/10/2017,,,,0.177083333,6,5/10/2017,,,
6/10/2017,,,,-1,1,6/10/2017,,,
7/10/2017,,,,0.231498843,12,7/10/2017,,,
8/10/2017,,,,0.065509259,9,8/10/2017,,,
9/10/2017,,,,0.029166667,3,9/10/2017,,,
10/10/2017,,,,0.176944444,9,10/10/2017,,,
11/10/2017,,,,0.172872604,14,11/10/2017,,,
12/10/2017,,,,0.337857143,10,12/10/2017,,,
13/10/2017,,,,0.021458333,12,13/10/2017,,,
14/10/2017,,,,0.218849207,8,14/10/2017,,,
15/10/2017,,,,0.261742424,2,15/10/2017,,,
16/10/2017,,,,0.298484849,7,16/10/2017,,,
17/10/2017,,,,0.263731061,8,17/10/2017,,,
18/10/2017,,,,0.228316993,17,18/10/2017,,,
19/10/2017,,,,-0.065277778,6,19/10/2017,,,
20/10/2017,,,,0.251185065,11,20/10/2017,,,
21/10/2017,,,,0.001994949,11,21/10/2017,,,
22/10/2017,,,,0.137847222,5,22/10/2017,,,
23/10/2017,,,,0.294791667,4,23/10/2017,,,
24/10/2017,,,,0.0615625,8,24/10/2017,,,
25/10/2017,,,,0.372564103,13,25/10/2017,,,
26/10/2017,,,,0.287955729,8,26/10/2017,,,
27/10/2017,,,,0.336819444,15,27/10/2017,,,
28/10/2017,,,,0.093892045,11,28/10/2017,,,
29/10/2017,,,,-0.021626984,6,29/10/2017,,,
30/10/2017,,,,0.189583333,4,30/10/2017,,,
31/10/2017,,,,0.00404588,14,31/10/2017,,,
1/11/2017,,,,0.028472222,15,1/11/2017,,,
2/11/2017,,,,0.332314214,14,2/11/2017,,,
3/11/2017,,,,0.134055105,20,3/11/2017,,,
4/11/2017,,,,0.42542298,4,4/11/2017,,,
5/11/2017,,,,0.329166667,6,5/11/2017,,,
6/11/2017,,,,0.163690476,7,6/11/2017,,,
7/11/2017,,,,0.178842593,9,7/11/2017,,,
8/11/2017,,,,0.212952261,12,8/11/2017,,,
9/11/2017,,,,0.203416667,4,9/11/2017,,,
10/11/2017,,,,0.166666667,9,10/11/2017,,,
11/11/2017,,,,0.195,4,11/11/2017,,,
12/11/2017,,,,0.390225695,8,12/11/2017,,,
13/11/2017,,,,0.403697917,4,13/11/2017,,,
14/11/2017,,,,0.305190972,8,14/11/2017,,,
15/11/2017,,,,0.16311553,11,15/11/2017,,,
16/11/2017,,,,0.095357143,7,16/11/2017,,,
17/11/2017,,,,0.10952381,7,17/11/2017,,,
18/11/2017,,,,-0.0875,2,18/11/2017,,,
19/11/2017,,,,-0.009201389,4,19/11/2017,,,
20/11/2017,,,,0.029496528,4,20/11/2017,,,
21/11/2017,,,,0.165530303,2,21/11/2017,,,
22/11/2017,,,,-0.001874485,8,22/11/2017,,,
23/11/2017,,,,0.625040584,8,23/11/2017,,,
24/11/2017,,,,0.215234375,8,24/11/2017,,,
25/11/2017,,,,0.059673611,5,25/11/2017,,,
26/11/2017,,,,0.087222222,3,26/11/2017,,,
27/11/2017,,,,0.069977679,4,27/11/2017,,,
28/11/2017,,,,0.113937951,9,28/11/2017,,,
29/11/2017,,,,0.230060708,16,29/11/2017,,,
30/11/2017,,,,0.150596801,15,30/11/2017,,,
1/12/2017,,,,0.018206845,8,1/12/2017,,,
2/12/2017,,,,0.233606151,4,2/12/2017,,,
3/12/2017,,,,0.05417735,10,3/12/2017,,,
4/12/2017,,,,0.206200397,4,4/12/2017,,,
5/12/2017,,,,0.2975,2,5/12/2017,,,
6/12/2017,,,,0.388257576,4,6/12/2017,,,
7/12/2017,,,,0.352272727,6,7/12/2017,,,
8/12/2017,,,,0.12484375,8,8/12/2017,,,
9/12/2017,,,,0.160574108,14,9/12/2017,,,
10/12/2017,,,,-0.021560516,4,10/12/2017,,,
11/12/2017,,,,-0.5875,1,11/12/2017,,,
12/12/2017,,,,0.100238095,5,12/12/2017,,,
13/12/2017,,,,0.203818618,5,13/12/2017,,,
14/12/2017,,,,0.245416066,6,14/12/2017,,,
